unique_id,title,author,total_score,main_link,image_link,update_date,genre,pay,total_like,intro,total_episodes,mean_score,total_comments,mean_like
666673,지옥캠프 단편선 시즌5,웹툰작가,9.92,https://comic.naver.com/webtoon/list.nhn?titleId=666673,https://shared-comic.pstatic.net/thumb/webtoon/666673/thumbnail/title_thumbnail_20151113152136_t83x90.jpg,2015.12.25,omnibus,0,48579,"전설 이현세, 이두호가 직접 프로듀싱한 신인 작가 단편선 시즌5!무시무시한 신인들이 몰려온다!",13,9.91,48028,11609.54
301382,웨스트우드 비브라토,윤인완/김선희,9.92,https://comic.naver.com/webtoon/list.nhn?titleId=301382,https://shared-comic.pstatic.net/thumb/webtoon/301382/thumbnail/title_thumbnail_20110217182307_t83x90.jpg,2012.12.03,omnibus/drama,1,2835,"어떤 악기든, 원하는 선율을 찾아주는 남아프리카의 천재 악기 수리공 코넬리아 보보 워셔.
'아일랜드','신암행어사' 윤인완 작가와 '바둑 삼국지' 김선희 작가가 선보이는 음악과 드라마.",4,9.8,7819,589.25
695796,내일,라마,9.98,https://comic.naver.com/webtoon/list.nhn?titleId=695796,https://shared-comic.pstatic.net/thumb/webtoon/695796/thumbnail/thumbnail_IMAG10_715d2406-1940-48ad-9ca5-fb84693769b6.jpg,2018.09.01,omnibus/daily/fantasy/drama,0,241126,"다 되는데 취업만은 안되는 취준생 최준웅(27세,남)우연한 사고로 저승독점기업 주마등의 저승차사들을 만나게되고 특별 위기관리팀의 계약직 막내로 일하며 위기에 처한 사람들을 돕게 되는데.",68,9.98,129890,14324.65
667010,오민혁 단편선,오민혁,9.97,https://comic.naver.com/webtoon/list.nhn?titleId=667010,https://shared-comic.pstatic.net/thumb/webtoon/667010/thumbnail/title_thumbnail_20151112210440_t83x90.jpg,2016.01.11,omnibus/drama/sensibility,0,55912,"한 명의 젊은 작가가 그리는, 때로는 기발하고 때로는 따뜻한 세계!
짧지만 그래서 더욱 긴 여운",8,9.97,27960,10071.25
243315,우리들은 푸르다,문택수,9.3,https://comic.naver.com/webtoon/list.nhn?titleId=243315,https://shared-comic.pstatic.net/thumb/webtoon/243315/thumbnail/title_thumbnail_20130802141333_t83x90.jpg,2017.06.17,omnibus/comic,0,100643,"그들과 함께라면 일상도 개그가 된다..! 범상치않은 그들이 모인 연파랑고 1학년 3반은 매일매일이 4차원 사건!
지루한 일상을 날려버릴 4컷 개그 블록버스터 만화!!",333,9.57,1854306,3673.71
546622,레인보우 로즈,김예린/장유라,9.93,https://comic.naver.com/webtoon/list.nhn?titleId=546622,https://shared-comic.pstatic.net/thumb/webtoon/546622/thumbnail/title_thumbnail_20130409163411_t83x90.jpg,2013.09.16,omnibus/fantasy,0,1329,"간절히 원하면 이루어진다? 
<2012 서울만화스카우트> 당선작 '레인보우 로즈'",28,9.94,40952,173.71
89097,고고루키루,한경찰,9.96,https://comic.naver.com/webtoon/list.nhn?titleId=89097,https://shared-comic.pstatic.net/thumb/webtoon/89097/thumbnail/title_thumbnail_20121204160438_t83x90.jpg,2013.12.27,omnibus/drama,0,16430,"정체불명의 3인조, 천진난만 켄, 카리스마 선녀, 쉬크노노
루키루가 만들어내는 황당무계하지만 따뜻한 이야기들. 지금부터 루키루와 함께 고고",227,9.96,214739,973.55
700327,2017 멋진 신세계,웹툰작가,9.93,https://comic.naver.com/webtoon/list.nhn?titleId=700327,https://shared-comic.pstatic.net/thumb/webtoon/700327/thumbnail/thumbnail_IMAG10_4e5f281b-f569-44aa-839e-b4d6a0dd1b32.jpg,2017.10.13,omnibus/thrill,0,47250,지배할 것인가 지배당할 것인가!당신 앞에 다가온 충격적인 미래.2017 네이버 웹툰작가 IT 디스토피아 특집 단편선.,17,9.94,31212,8630.35
590252,한국만화거장전,한국만화가협회,9.9,https://comic.naver.com/webtoon/list.nhn?titleId=590252,https://shared-comic.pstatic.net/thumb/webtoon/590252/thumbnail/title_thumbnail_20130930175540_t83x90.jpg,2014.03.10,omnibus,0,3994,"한국만화의 전설을 만나다오늘날 한국만화를 있게 한 거장들이 들려주는 새로운 이야기,이제 웹툰으로 만나보세요!",23,9.88,76979,697.91
113535,블라인드,단테/김홍선,9.11,https://comic.naver.com/webtoon/list.nhn?titleId=113535,https://shared-comic.pstatic.net/thumb/webtoon/113535/thumbnail/title_thumbnail_20091230114144_t83x90.jpg,2010.03.11,omnibus/pure,0,33,"우리는 저마다 각자의 사랑을 한다.환상처럼 다가온 사랑이 퇴색하기도, 때로는 사랑의 아픔이 너무 커서 새로운 사랑을 두려워하기도 한다. 사랑과 추억을 간직한 도시 춘천에서 4색의 사랑이야기가 펼쳐진다",21,9.22,10910,2.9
696593,DEY 호러채널,DEY,9.95,https://comic.naver.com/webtoon/list.nhn?titleId=696593,https://shared-comic.pstatic.net/thumb/webtoon/696593/thumbnail/thumbnail_IMAG10_022952bb-4b32-4f0b-86b8-19ebf763b6e5.jpg,2017.11.28,omnibus/drama/thrill,0,100391,[데드데이즈] DEY작가의 새로운 공포 단편선기발하고 소름 돋는 무서운 이야기들로 만들어 낸 실험적인 옴니버스 공포웹툰.효과툰을 활용한 절묘한 연출로 다채로운 공포를 보여준다.,30,9.95,48765,8981.31
170785,국가의 탄생,고리타,9.46,https://comic.naver.com/webtoon/list.nhn?titleId=170785,https://shared-comic.pstatic.net/thumb/webtoon/170785/thumbnail/title_thumbnail_20100602095151_t83x90.jpg,2010.08.06,omnibus/daily/comic,1,765,"당신의 꿈이 이루어지는 세상은 축구장만이 아니다!힘들고 지친 자, 지는 해만 보면 눈물이 나는 자, 막힌 변기를 안고 한없이 울어본 적이 있는 자미칠듯이 달려가자, 또 다른 세상 파라다이시움으로!",10,9.32,8095,170.1
679569,차원이 다른 만화,요엔,9.95,https://comic.naver.com/webtoon/list.nhn?titleId=679569,https://shared-comic.pstatic.net/thumb/webtoon/679569/thumbnail/title_thumbnail_20160606180504_t83x90.jpg,2017.10.16,omnibus/comic/drama,0,128653,그는 뭔가 다르다. 뭐가...? 차원이!,72,9.96,200167,10405.56
132459,고(故)길창덕화백 추모웹툰,웹툰작가,9.76,https://comic.naver.com/webtoon/list.nhn?titleId=132459,https://shared-comic.pstatic.net/thumb/webtoon/132459/thumbnail/title_thumbnail_20100205135229_t83x90.jpg,2010.02.10,omnibus,0,65,"대한민국 1세대 만화가이자 ,,등 한국 명랑만화의 효시가 되신 故길창덕 선생님.우리에게 ‘만화의 즐거움’을 선물해 주신 선생님께 네이버 웹툰 작가들이 추모 웹툰을 올립니다.",12,9.76,4278,10.67
702463,지캠단편 2017,웹툰작가,9.88,https://comic.naver.com/webtoon/list.nhn?titleId=702463,https://shared-comic.pstatic.net/thumb/webtoon/702463/thumbnail/thumbnail_IMAG10_594f9808-6aad-41fe-8b0f-082408b03671.jpg,2017.12.29,omnibus/daily/comic/fantasy/drama/pure/thrill/historical,0,50220,"전설 이현세, 이두호 작가가 직접 프로듀싱한지옥캠프 단편선 일곱번째 시즌!",19,9.91,27404,10821.44
528785,차차차,한나,9.94,https://comic.naver.com/webtoon/list.nhn?titleId=528785,https://shared-comic.pstatic.net/thumb/webtoon/528785/thumbnail/title_thumbnail_20130109155516_t83x90.jpg,2015.06.24,omnibus/drama,0,31592,"감성웹툰  한나 작가의 신작!

한가한 신생 찻집 '고운 다실'에서 일어나는 따뜻하고 소소한 이야기들",128,9.95,166474,1320.25
22027,삼국전투기,최훈,9.35,https://comic.naver.com/webtoon/list.nhn?titleId=22027,https://shared-comic.pstatic.net/thumb/webtoon/22027/thumbnail/thumbnail_title_22027_83x90.gif,2016.03.01,omnibus/comic/historical,1,25894,"삼국의 에이스가 선보이는 피튀기는 한판 승부! 
삼국지의 맥을 잇는, 패러디 대마왕 최훈 작가의 이색 삼국 전투기!!",49,9.68,20260,1141.31
686885,지옥캠프 단편선 시즌6,웹툰작가,9.94,https://comic.naver.com/webtoon/list.nhn?titleId=686885,https://shared-comic.pstatic.net/thumb/webtoon/686885/thumbnail/title_thumbnail_20161013151613_t83x90.jpg,2017.01.06,omnibus,0,41010,"전설 이현세, 이두호 작가가 직접 프로듀싱한 신인 작가 단편선
그 여섯번째 시즌!",13,9.93,26710,9422.46
51007,리얼주주,손태규,9.87,https://comic.naver.com/webtoon/list.nhn?titleId=51007,https://shared-comic.pstatic.net/thumb/webtoon/51007/thumbnail/title_thumbnail_20091106183958_t83x90.jpg,2015.11.27,omnibus/comic,0,45944,"12지전사의 작가 손태규의 웹툰 데뷔작
리얼(?)한 동물원 리얼주주에서 벌어지는 아기자기한 이야기. 리얼주주로 놀러오세요.",369,9.88,844688,920.18
651675,우바우,잇선,9.97,https://comic.naver.com/webtoon/list.nhn?titleId=651675,https://shared-comic.pstatic.net/thumb/webtoon/651675/thumbnail/title_thumbnail_20150410221752_t83x90.jpg,2016.12.28,omnibus/daily/sensibility,0,89592,우리가 바라는 우리.시궁창 같은 삶이라도 바라는 건 많아.,176,9.97,305692,4208.43
677753,킬러 김빵빵,김레옹,9.82,https://comic.naver.com/webtoon/list.nhn?titleId=677753,https://shared-comic.pstatic.net/thumb/webtoon/677753/thumbnail/title_thumbnail_20160412185136_t83x90.jpg,2017.10.19,omnibus/comic,0,42412,사악한 킬러 김빵빵으로부터 위협받는 시민들너도 예외는 아니다!,79,9.85,65367,1963.43
641253,외모지상주의,박태준,9.54,https://comic.naver.com/webtoon/list.nhn?titleId=641253,https://shared-comic.pstatic.net/thumb/webtoon/641253/thumbnail/title_thumbnail_20141120112141_t83x90.jpg,2018.08.30,story/fantasy/drama,0,1695195,어느날 그에게 일어난 기적같은 일,198,9.56,3749751,45169.79
325629,패션왕,기안84,8.32,https://comic.naver.com/webtoon/list.nhn?titleId=325629,https://shared-comic.pstatic.net/thumb/webtoon/325629/thumbnail/title_thumbnail_20110508235932_t83x90.jpg,2013.06.05,story/comic,1,38413,멋있어지고 싶은 그들의 이야기.,8,8.99,89894,7200.12
570503,연애혁명,232,9.87,https://comic.naver.com/webtoon/list.nhn?titleId=570503,https://shared-comic.pstatic.net/thumb/webtoon/570503/thumbnail/thumbnail_IMAG10_5719a3fe-81f4-4a0c-8c27-eca1631e8384.jpg,2018.08.29,story/comic/drama,0,1863074,"로맨스, 그런 건 우리에게 있을 수가 없어!신개념 개그 로맨스",234,9.89,5229304,41441.91
150388,폭풍의 전학생,강냉이,9.55,https://comic.naver.com/webtoon/list.nhn?titleId=150388,https://shared-comic.pstatic.net/thumb/webtoon/150388/thumbnail/title_thumbnail_20100331155005_t83x90.jpg,2012.01.09,story/action,1,13949,"전학생의 알콩달콩 두근두근
버라이어티 학교 서바이벌.",11,9.88,79981,2103.27
697685,신과함께 (재),주호민,9.98,https://comic.naver.com/webtoon/list.nhn?titleId=697685,https://shared-comic.pstatic.net/thumb/webtoon/697685/thumbnail/thumbnail_IMAG10_f8d868ff-0505-498c-ac37-d11a7f952496.jpg,2018.08.29,story/fantasy/drama,0,398879,나쁘지도 착하지도 않은 평범한 남자 김자홍이저승에서 49일 동안 일곱 번의 재판을 받게 된다.,152,9.98,217777,19088.77
183559,신의 탑,SIU,9.94,https://comic.naver.com/webtoon/list.nhn?titleId=183559,https://shared-comic.pstatic.net/thumb/webtoon/183559/thumbnail/title_thumbnail_20160516123017_t83x90.jpg,2018.09.02,story/fantasy,0,1065292,자신의 모든 것이었던 소녀를 쫓아 탑에 들어온 소년그리고 그런 소년을 시험하는 탑,398,9.94,7713919,22056.89
318995,갓 오브 하이스쿨,박용제,9.82,https://comic.naver.com/webtoon/list.nhn?titleId=318995,https://shared-comic.pstatic.net/thumb/webtoon/318995/thumbnail/title_thumbnail_20110407182655_t83x90.jpg,2018.08.30,story/action,0,837864,"전국, 전세계 고등학생 중 가장 쎈 녀석을 뽑는 대회가 열린다.허구 100% 막장 액션의 끝!! 기대하시라!!!",379,9.81,4441736,13862.79
703846,여신강림,야옹이,9.85,https://comic.naver.com/webtoon/list.nhn?titleId=703846,https://shared-comic.pstatic.net/thumb/webtoon/703846/thumbnail/thumbnail_IMAG10_35503130-16ce-4236-b913-0fe76226de36.jpg,2018.08.27,story/drama/pure,0,378170,누구에게나 비밀은 있다! 그렇다면 여신에게는 어떤 비밀이?!,22,9.86,131657,42581.36
648419,뷰티풀 군바리,설이/윤성원,9.82,https://comic.naver.com/webtoon/list.nhn?titleId=648419,https://shared-comic.pstatic.net/thumb/webtoon/648419/thumbnail/thumbnail_IMAG10_1421195d-13be-4cde-bcf9-0c78d51c5ea3.jpg,2018.09.02,story/drama,0,535414,'여자도 군대에 간다면?'본격 여자도 군대 가는 만화!본 작품은 2014 네이버 수퍼루키 공모전 당선작품입니다.,179,9.84,1280561,19148.07
26309,정열맨,귀귀,8.71,https://comic.naver.com/webtoon/list.nhn?titleId=26309,https://shared-comic.pstatic.net/thumb/webtoon/26309/thumbnail/title_thumbnail_20100210105413_t83x90.jpg,2011.09.14,story/comic,1,10100,"보는 이를 당황하게 하는 작화!
보는 이를 황당하게 하는 스토리! 야심작 정열맨!!",10,9.57,68065,2331.7
597447,프리드로우,전선욱,9.94,https://comic.naver.com/webtoon/list.nhn?titleId=597447,https://shared-comic.pstatic.net/thumb/webtoon/597447/thumbnail/title_thumbnail_20131102162055_t83x90.jpg,2018.08.31,story/drama,0,1222187,한태성을 중심으로 벌어지는 다양한 청춘들의 스펙타클한 학원 시트콤 드라마,249,9.94,3336356,26844.86
662774,고수,류기운/문정후,9.98,https://comic.naver.com/webtoon/list.nhn?titleId=662774,https://shared-comic.pstatic.net/thumb/webtoon/662774/thumbnail/thumbnail_IMAG10_fddc4c8b-fbe6-422c-9777-590d98f4dc9e.jpg,2018.08.28,story/fantasy/action,0,633402, 최강의 콤비가 무협의 전설을 다시 쓰다! 천하제일의 고수 강룡. 그리고 수많은 다른 고수들의 이야기.,148,9.97,845604,25164.11
626907,복학왕,기안84,9.36,https://comic.naver.com/webtoon/list.nhn?titleId=626907,https://shared-comic.pstatic.net/thumb/webtoon/626907/thumbnail/title_thumbnail_20150407141027_t83x90.jpg,2018.08.28,story/drama,0,947691,패션왕 우기명이 돌아왔다!즐거운 대학 생활?! 과연?!,214,9.56,1975237,19668.02
22896,핑크레이디,"연우,서나",9.93,https://comic.naver.com/webtoon/list.nhn?titleId=22896,https://shared-comic.pstatic.net/thumb/webtoon/22896/thumbnail/thumbnail_title_22896_83x90.gif,2009.02.23,story/pure,0,18150,"새하얀 캔버스, 조그마한 크로키북.그 안에 핑크색 물감으로 그려질 이야기- 핑크레이디. ",88,9.93,693720,1321.28
179704,안나라수마나라,하일권,9.95,https://comic.naver.com/webtoon/list.nhn?titleId=179704,https://shared-comic.pstatic.net/thumb/webtoon/179704/thumbnail/title_thumbnail_20100623183427_t83x90.jpg,2011.01.07,story/drama,1,19577,"따뜻한 감성의 하일권 작가 2010 작품.
철없는 마술사를 만난 한 소녀의 성장 드라마.
당신, 마술을 믿으시나요?",6,9.94,75775,2940.5
602910,윈드브레이커,조용석,9.96,https://comic.naver.com/webtoon/list.nhn?titleId=602910,https://shared-comic.pstatic.net/thumb/webtoon/602910/thumbnail/thumbnail_IMAG10_ec235b6e-c4fa-47ab-8141-36c4f1572a79.jpg,2018.09.02,story/drama/sports,0,786513,자유를 꿈꾸는 청춘들의 스트릿라이딩 드라마,230,9.96,1755347,18357.67
26205,쎈놈,박용제,9.45,https://comic.naver.com/webtoon/list.nhn?titleId=26205,https://shared-comic.pstatic.net/thumb/webtoon/26205/thumbnail/thumbnail_title_26205_83x90.gif,2009.12.18,story/action,1,7282,"왔노라! 싸웠노라! 이겼노라!
목마른 사슴이 냇가를 찾듯! 최강에 다가서는 그에게 목적과 이유 따윈 없다.",15,9.78,28041,872.73
650305,호랑이형님,이상규,9.98,https://comic.naver.com/webtoon/list.nhn?titleId=650305,https://shared-comic.pstatic.net/thumb/webtoon/650305/thumbnail/title_thumbnail_20161209212128_t83x90.jpg,2018.08.31,story/fantasy/action/historical,0,470311,신비한 힘을 가진 아이를 이용하여 세상을 지배하려는 반인반수 흰눈썹! 그리고 얼떨결에 아이의 보호자가 된 괴물호랑이 빠르와 착호갑사 지망생 가우리!이제 힘을 합쳐 흰눈썹으로부터 아이와 세상을 지켜라!!!,173,9.98,453870,16884.16
67235,지금 우리 학교는,주동근,9.49,https://comic.naver.com/webtoon/list.nhn?titleId=67235,https://shared-comic.pstatic.net/thumb/webtoon/67235/thumbnail/title_thumbnail_20140412140329_t83x90.jpg,2011.11.09,story/thrill,1,21133,"평범하던 학교에 벌어진 감금사건..그리고 감금사건에 가려 미처 알지 못한 감염자. 
학교는 이미 감염자들로 인해 빠져나갈 곳이 없다!! 그리고....지금 우리학교는",29,9.65,142317,1567.31
26310,3단합체김창남,하일권,9.95,https://comic.naver.com/webtoon/list.nhn?titleId=26310,https://shared-comic.pstatic.net/thumb/webtoon/26310/thumbnail/thumbnail_title_26310_83x90.gif,2008.12.26,story/fantasy/drama,1,9395,"삼봉이발소의 하일권이 돌아왔다.
본격 SF청춘만화",6,9.95,27838,1811.17
65410,두근두근두근거려,하일권,9.95,https://comic.naver.com/webtoon/list.nhn?titleId=65410,https://shared-comic.pstatic.net/thumb/webtoon/65410/thumbnail/title_thumbnail_20090423143015_t83x90.jpg,2009.12.02,story/drama,1,7096,"‘3단 합체 김창남’의 하일권 신작.
건조했던 일상이 두근두근 거리기 시작한다.",6,9.94,38159,1095.17
568986,용이산다,초,9.77,https://comic.naver.com/webtoon/list.nhn?titleId=568986,https://shared-comic.pstatic.net/thumb/webtoon/568986/thumbnail/thumbnail_IMAG10_a83d67d4-a409-42f2-9451-01bc2a0666af.jpg,2018.03.09,story/daily/fantasy,0,297092,드래곤이든 인간이든 그저 평범한 판타지 일상물.새로운 용(?)물 등장!,138,9.77,992906,14608.75
701081,스위트홈,김칸비/황영찬,9.98,https://comic.naver.com/webtoon/list.nhn?titleId=701081,https://shared-comic.pstatic.net/thumb/webtoon/701081/thumbnail/thumbnail_IMAG10_7120be5e-b5c7-4727-aba5-cb500c6098ab.jpg,2018.08.30,story/action/drama/thrill,0,325157,"절망의 세상을 비관하고 스스로를 고립시킨 한 소년,하지만 이제 소년은 밖으로 나가고 싶다.",48,9.98,162232,25902.4
654774,소녀의 세계,모랑지,9.98,https://comic.naver.com/webtoon/list.nhn?titleId=654774,https://shared-comic.pstatic.net/thumb/webtoon/654774/thumbnail/thumbnail_IMAG10_b85f5350-ca68-4300-ab15-036d9ee060c8.jpg,2018.09.02,story/daily/drama/pure,0,675980,완벽해 보이지만 사실 외로웠던 백조들과 맘씨 착한 오리가 만나여러 갈등을 함께 겪으며 진짜 친구가 되어가는데...,159,9.98,1041670,29265.4
25455,노블레스,손제호/이광수,9.69,https://comic.naver.com/webtoon/list.nhn?titleId=25455,https://shared-comic.pstatic.net/thumb/webtoon/25455/thumbnail/title_thumbnail_20100614120245_t83x90.jpg,2018.08.27,story/fantasy,0,773096,"820년간의 긴 수면기. 드디어 새로운 세상에 눈을 뜨다.
그리고 새로운 세상의 새로운 사람들을 만나다. ",527,9.62,7793288,11055.04
697656,조의 영역,조석,9.95,https://comic.naver.com/webtoon/list.nhn?titleId=697656,https://shared-comic.pstatic.net/thumb/webtoon/697656/thumbnail/thumbnail_IMAG10_7d08e994-e6e9-437f-9001-e3cd28892a8a.jpg,2018.09.01,story/thrill,0,317723,"물에 살던 녀석들의 모습이 상식을 벗어나기 시작했다.
'마음의 소리' 조석의 재난 스릴러",64,9.95,207579,23160.23
708378,타인은 지옥이다,김용키,9.95,https://comic.naver.com/webtoon/list.nhn?titleId=708378,https://shared-comic.pstatic.net/thumb/webtoon/708378/thumbnail/thumbnail_IMAG10_a274b9a0-0775-44b2-b34f-3199b07a4db4.jpg,2018.09.01,story/thrill,0,278683,모든 게 낯선 고시원 생활. 그곳에 수상한 자들이 있다.,51,9.95,512296,30645.78
434644,폭풍의 전학생 - 리부트,강냉이,8.64,https://comic.naver.com/webtoon/list.nhn?titleId=434644,https://shared-comic.pstatic.net/thumb/webtoon/434644/thumbnail/title_thumbnail_20120116113534_t83x90.jpg,2012.05.28,story/comic/action,1,4184,전학생의 알콩달콩 두근두근 버라이어티 학교 서바이벌,1,9.04,14517,1508.0
400737,고삼이 집나갔다,미티,9.74,https://comic.naver.com/webtoon/list.nhn?titleId=400737,https://shared-comic.pstatic.net/thumb/webtoon/400737/thumbnail/title_thumbnail_20111101115225_t83x90.jpg,2013.01.26,story/comic/drama,1,12064,"'집은 나갔지만 막나가진 않았습니다'
대책없이 커져만가는 거짓말과 오해, 숨막히는 추격전
수능을 앞둔 고3 수험생들의 REAL 가출기!",8,9.85,65520,1851.0
654809,스피릿 핑거스,한경찰,9.98,https://comic.naver.com/webtoon/list.nhn?titleId=654809,https://shared-comic.pstatic.net/thumb/webtoon/654809/thumbnail/title_thumbnail_20150806141807_t83x90.jpg,2018.09.01,story/drama/pure/sensibility,0,826567,"평범한 여고생, 알록달록 이상한 그림모임에 들어가다!나만의 색을 찾아 떠나는 모험 이야기!",168,9.98,1123189,34833.94
285855,용의 아들 최창식,임인스,9.84,https://comic.naver.com/webtoon/list.nhn?titleId=285855,https://shared-comic.pstatic.net/thumb/webtoon/285855/thumbnail/title_thumbnail_20120316172452_t83x90.jpg,2013.01.12,story/fantasy,0,12969,"우연한 기회에 전설의 명검을 손에 넣은 노인 최창식.
용사가 된 그는 악의 화신 블랙 드래곤을 물리치기 위해 사람들을 모아 길을 나서는데...",90,9.86,614054,1374.21
675331,하이브3,김규삼,9.97,https://comic.naver.com/webtoon/list.nhn?titleId=675331,https://shared-comic.pstatic.net/thumb/webtoon/675331/thumbnail/title_thumbnail_20160229184941_t83x90.jpg,2018.08.27,story/fantasy/action/drama/thrill,0,380546,"내가 살던 이 도시에 무슨 일이 일어난거지? 
원시시대로 돌아간 지구의 대기상태
김규삼 작가가 선보이는 판타지 스릴러",131,9.97,501187,14792.53
268858,쎈놈 외전,박용제,9.9,https://comic.naver.com/webtoon/list.nhn?titleId=268858,https://shared-comic.pstatic.net/thumb/webtoon/268858/thumbnail/title_thumbnail_20101209162414_t83x90.jpg,2011.04.02,story/action,1,2916,"중학생 시절의 박한마, 진정식, 길탁.
강태엽이 전학 오기 2년 전...이들의 과거가 밝혀진다.",1,9.8,6758,1059.0
667573,연놈,상하,9.92,https://comic.naver.com/webtoon/list.nhn?titleId=667573,https://shared-comic.pstatic.net/thumb/webtoon/667573/thumbnail/title_thumbnail_20151120112903_t83x90.jpg,2018.08.28,story/daily/drama/pure,0,885705,"중2 여름, 가지 말라는 말도 좋아했다는 말도 하지 못한 채 보낸 그녀가 3년 만에 나타났다.지나버린 시간과 마주한 소년 그리고 소녀의 이야기",143,9.92,957636,31208.64
23183,펫다이어리,요한/김혜진,9.95,https://comic.naver.com/webtoon/list.nhn?titleId=23183,https://shared-comic.pstatic.net/thumb/webtoon/23183/thumbnail/thumbnail_title_23183_83x90.gif,2008.02.21,story/drama,0,9537,"반려동물을 분양 받아야만 입사가 되는 기숙사에서
4마리의 동물과 4명의 주인공이 부딪히며 함께 살아가는 재미있는 이야기!",49,9.95,147266,1325.06
670139,부활남,채용택/김재한,9.92,https://comic.naver.com/webtoon/list.nhn?titleId=670139,https://shared-comic.pstatic.net/thumb/webtoon/670139/thumbnail/thumbnail_IMAG10_7293f981-bf32-45ae-b75e-df181b253688.jpg,2018.08.31,story/action,0,430567,나는 죽으면3일 만에 부활한다!,110,9.94,406585,18445.47
233265,견우와 직녀,유리아,9.95,https://comic.naver.com/webtoon/list.nhn?titleId=233265,https://shared-comic.pstatic.net/thumb/webtoon/233265/thumbnail/title_thumbnail_20100917152439_t83x90.jpg,2011.05.04,story/fantasy/pure,1,14971,"설화, 견우와 직녀, 판타지로 다시 태어나다.",5,9.94,29120,2477.8
609480,하이브,김규삼,9.95,https://comic.naver.com/webtoon/list.nhn?titleId=609480,https://shared-comic.pstatic.net/thumb/webtoon/609480/thumbnail/title_thumbnail_20140120160807_t83x90.jpg,2017.01.10,story/fantasy/drama/thrill,0,441336,"내가 살던 이 도시에 무슨 일이 일어난거지?
원시시대로 돌아간 지구의 대기상태
김규삼 작가가 선보이는 판타지 스릴러",100,9.95,695261,7567.3
714291,[드라마원작]내 ID는 강...,기맹기,9.98,https://comic.naver.com/webtoon/list.nhn?titleId=714291,https://shared-comic.pstatic.net/thumb/webtoon/714291/thumbnail/thumbnail_IMAG10_10bb1528-9996-4241-8936-c0a7ac5994a9.jpg,2018.09.02,story/comic/pure,0,219368,"드라마 방영 기념 원작 웹툰 재연재!못생긴 얼굴에서 미인으로 새롭게 태어난 그녀, 강미래! 그런데... 어디서 본 듯 한데?",77,9.98,196447,20273.6
206146,열아홉스물하나,요한/김혜진,9.95,https://comic.naver.com/webtoon/list.nhn?titleId=206146,https://shared-comic.pstatic.net/thumb/webtoon/206146/thumbnail/title_thumbnail_20100806194800_t83x90.jpg,2011.01.03,story/drama/pure,0,15138,"아직 아이이고 싶은 열아홉 살 남자아이 동휘와 스물 한 살의 어른이 되어도 아이와 다를 바 없는 여자 윤이.
길고양이를 통해 만난 그들이 소중한 것을 나누는 이야기.",22,9.95,135123,1845.27
337963,지상 최악의 소년,정필원,9.87,https://comic.naver.com/webtoon/list.nhn?titleId=337963,https://shared-comic.pstatic.net/thumb/webtoon/337963/thumbnail/title_thumbnail_20110603154404_t83x90.jpg,2012.01.25,story/fantasy/drama,1,5116,"지상에서 가장 불행한 인간을 뽑는 대회가 열린다?!
 정필원 작가가 선보이는 하이브리드 스쿨 판타지 액션 활극!",11,9.88,75692,935.91
254143,스토커,단우,9.93,https://comic.naver.com/webtoon/list.nhn?titleId=254143,https://shared-comic.pstatic.net/thumb/webtoon/254143/thumbnail/title_thumbnail_20101104165342_t83x90.jpg,2011.07.31,story/drama/thrill,1,8503,어린 딸이 있는 평범한 주부를 스토킹하는 의문의 남자. 어느 날 집앞에서 그녀의 딸이 유괴당하는 장면을 목격하게 된다.,9,9.94,43628,1640.0
597478,평범한 8반,영파카,9.95,https://comic.naver.com/webtoon/list.nhn?titleId=597478,https://shared-comic.pstatic.net/thumb/webtoon/597478/thumbnail/thumbnail_IMAG10_487d19d8-3547-43a0-aa94-10ef7fc94cda.jpg,2018.09.02,story/comic/drama,0,599897,안 평범한 아이들이 모인 평범한 8반고품격 웰메이드 병맛을 느껴보세요,231,9.95,2070709,16510.34
655744,오!주예수여,아현,9.98,https://comic.naver.com/webtoon/list.nhn?titleId=655744,https://shared-comic.pstatic.net/thumb/webtoon/655744/thumbnail/title_thumbnail_20150601184016_t83x90.jpg,2018.04.23,story/fantasy/pure,1,378360,모든게 완벽한 여고생 주예수귀신을 보는 음침한 남고생 오수빈을 좋아해 구해주려다사고로 유체이탈 상황에 놓이게 되는데...,143,9.98,486712,19240.29
714568,2018 재생금지,웹툰작가,9.66,https://comic.naver.com/webtoon/list.nhn?titleId=714568,https://shared-comic.pstatic.net/thumb/webtoon/714568/thumbnail/thumbnail_IMAG10_96f7689c-8df6-485c-8a40-da16a9f701b7.jpg,2018.09.02,story/thrill,0,77291,2018 여름특집 공포 단편선.절대 재생 금지! 플레이하면 끔찍한 비명의 기록이 쏟아진다.,12,9.64,36956,16462.08
670152,열렙전사,김세훈,9.95,https://comic.naver.com/webtoon/list.nhn?titleId=670152,https://shared-comic.pstatic.net/thumb/webtoon/670152/thumbnail/title_thumbnail_20160122210643_t83x90.jpg,2018.09.01,story/fantasy/action,0,228437,"'퀘스트를 클리어 하는 자, 모든 것을 얻을 것이다'현실 밖의 현실, 루시드 어드벤쳐 최강의 용사 '열렙전사'와 동료들이 벌이는 본격 RPG 어드벤쳐.",137,9.95,355755,8393.16
