unique_id,title,author,total_score,main_link,image_link,update_date,genre,pay,total_like,intro,total_episodes,mean_score,total_comments,mean_like
76759,패밀리맨,정필원,9.87,https://comic.naver.com/webtoon/list.nhn?titleId=76759,https://shared-comic.pstatic.net/thumb/webtoon/76759/thumbnail/title_thumbnail_20090731161951_t83x90.jpg,2010.07.22,story/drama,1,1808,"피치못할 사정으로 가족 앞에 자신의 모습을
드러낼 수 없게 된 아버지의 가슴 뭉클한 이야기.",12,9.93,31544,202.58
186811,치즈인더트랩 1~3부,순끼,9.96,https://comic.naver.com/webtoon/list.nhn?titleId=186811,https://shared-comic.pstatic.net/thumb/webtoon/186811/thumbnail/title_thumbnail_20130109160631_t83x90.jpg,2015.08.26,story/drama,1,440015,"평범한 여대생 홍설, 그리고 어딘가 수상한 선배 유정.미묘한 관계의 이들이 펼쳐나가는 이야기.",16,9.96,89222,11273.38
509093,아빠를 찾습니다,동비,9.86,https://comic.naver.com/webtoon/list.nhn?titleId=509093,https://shared-comic.pstatic.net/thumb/webtoon/509093/thumbnail/title_thumbnail_20140412135606_t83x90.jpg,2013.10.04,story/drama,1,11288,"돈이 없는 현수, 부모가 필요한 하연.
두 사람의 서먹서먹한 가족생활이 시작된다!",12,9.87,64069,1347.91
714886,신을 죽이는 방법,나락/바밤,9.95,https://comic.naver.com/webtoon/list.nhn?titleId=714886,https://shared-comic.pstatic.net/thumb/webtoon/714886/thumbnail/thumbnail_IMAG10_4aeb86a1-55d9-458c-b2d8-676fc7b2d84b.jpg,2018.09.02,story/fantasy/action,0,64313,"믿음이 사라진 시대, 마지막 신화",4,9.95,11026,14814.0
500944,무한동력,주호민,9.93,https://comic.naver.com/webtoon/list.nhn?titleId=500944,https://shared-comic.pstatic.net/thumb/webtoon/500944/thumbnail/title_thumbnail_20120904120204_t83x90.jpg,2013.04.30,story/drama,1,5302,"'신과함께' 주호민이 청춘에게 전하는 이야기
당신의 꿈은 무엇인가요?",15,9.93,85921,873.53
188197,미호이야기,혜진양,9.96,https://comic.naver.com/webtoon/list.nhn?titleId=188197,https://shared-comic.pstatic.net/thumb/webtoon/188197/thumbnail/title_thumbnail_20100712122204_t83x90.jpg,2010.08.12,story/fantasy,1,8823,이 세상에 처음 나타난 구미호는 자신의 자식 아홉을 잡아먹어야 사람이 된다는 더 웃기지도 않은 저주에 걸린 그저 꼬리가 아홉이나 달린 가여운 숫여우였습니다.,5,9.96,18935,2262.2
668101,결계녀,김태경,9.93,https://comic.naver.com/webtoon/list.nhn?titleId=668101,https://shared-comic.pstatic.net/thumb/webtoon/668101/thumbnail/title_thumbnail_20151203204442_t83x90.jpg,2018.08.30,story/drama,0,282853,"결계가 된 소녀, 소년을 지키다! 본격 미소녀 군단과 함께하는 셔틀남 탈출기!",143,9.94,458712,13667.06
699415,간 떨어지는 동거,나,9.98,https://comic.naver.com/webtoon/list.nhn?titleId=699415,https://shared-comic.pstatic.net/thumb/webtoon/699415/thumbnail/thumbnail_IMAG10_b309bb62-635c-4356-99ed-d27f0a554592.jpg,2018.08.29,story/daily/comic/fantasy/drama/pure,0,359025,얼떨결에 구미호와 한집살림,57,9.99,105110,25468.77
443421,악당의 사연,랑또,9.92,https://comic.naver.com/webtoon/list.nhn?titleId=443421,https://shared-comic.pstatic.net/thumb/webtoon/443421/thumbnail/title_thumbnail_20120327193242_t83x90.jpg,2012.09.23,story/comic,1,3337,"홍어단이 대한민국을 정복했다? 그럼 러브레인저는 어쩌라고!!
랑또 작가의 '악당의 사연' 시즌2, 4월2일 컴백!",11,9.88,28755,961.91
251575,방울토마토,조양,9.96,https://comic.naver.com/webtoon/list.nhn?titleId=251575,https://shared-comic.pstatic.net/thumb/webtoon/251575/thumbnail/title_thumbnail_20101026155816_t83x90.jpg,2012.10.19,story/drama/pure,0,16662,키는 작지만 톡톡! 튀는 민훈이와 친구들의 고등학교 이야기,104,9.96,374907,1470.01
360613,리버스,임달영/이수현,9.31,https://comic.naver.com/webtoon/list.nhn?titleId=360613,https://shared-comic.pstatic.net/thumb/webtoon/360613/thumbnail/title_thumbnail_20140412115712_t83x90.jpg,2012.08.14,story/fantasy,1,3225,"평범한 고등학생이었던 남매의 생명을 건 데스게임이 지금 막을 연다!
임달영 & 이수현 작가의 '리버스'가 2/25(토)부터 시즌2로 다시 연재를 시작합니다.",13,9.34,60021,280.85
293521,삐뚤빼뚤해도 괜찮아,김진,9.93,https://comic.naver.com/webtoon/list.nhn?titleId=293521,https://shared-comic.pstatic.net/thumb/webtoon/293521/thumbnail/title_thumbnail_20110131170142_t83x90.jpg,2011.06.28,story/daily,0,7973,"어리버리 나이스진이 미술 선생님을?!
나이스진이 체험하는 조금은 특별한 기부 문화.",43,9.93,102485,1617.14
622641,붉은 실,동비,9.94,https://comic.naver.com/webtoon/list.nhn?titleId=622641,https://shared-comic.pstatic.net/thumb/webtoon/622641/thumbnail/title_thumbnail_20140512174620_t83x90.jpg,2015.05.19,story/fantasy/drama,1,102764,"생명의 붉은 실을 두고 벌어지는 사건
그리고 거기에 휘말린 소년과 소녀의 이야기",10,9.95,78890,12772.33
507274,위아더 능력자!,손하기,9.93,https://comic.naver.com/webtoon/list.nhn?titleId=507274,https://shared-comic.pstatic.net/thumb/webtoon/507274/thumbnail/title_thumbnail_20120928135523_t83x90.jpg,2013.10.04,story/comic,1,7052,능력자는 능력자인데 별로 부럽진 않은 그들.능력자 아니야.. 너넨 좀 그래...,5,9.92,36515,1965.6
637931,전자오락수호대,가스파드,9.97,https://comic.naver.com/webtoon/list.nhn?titleId=637931,https://shared-comic.pstatic.net/thumb/webtoon/637931/thumbnail/thumbnail_IMAG10_064f190a-2f70-4149-b9af-760bfdede057.jpg,2018.08.29,story/comic/fantasy,0,181438,아무도 모르게 게임을 굴리는 비밀의 일꾼들.최고 요원 패치의 게임 조난 굴곡사!,177,9.98,376089,6390.11
511444,버프소녀 오오라,김규삼,9.91,https://comic.naver.com/webtoon/list.nhn?titleId=511444,https://shared-comic.pstatic.net/thumb/webtoon/511444/thumbnail/title_thumbnail_20121016114135_t83x90.jpg,2014.09.28,story/comic,1,46645,"'정글고', '쌉니다 천리마마트' Q3작가의 스마트툰 신작!
버프가 필요한 당신을 위하여.",11,9.92,48381,970.55
628998,데드데이즈(DEAD DAY...,DEY,9.97,https://comic.naver.com/webtoon/list.nhn?titleId=628998,https://shared-comic.pstatic.net/thumb/webtoon/628998/thumbnail/title_thumbnail_20150617193039_t83x90.jpg,2015.10.31,story/thrill,0,214275,"좀비성 바이러스가 퍼진 세계. 4일 후의 이야기.
살고싶은 본능, 살리고 싶은 마음 그리고 이기적인 욕망.
살아남은 자들의 숨막히는 생존기",13,9.97,119131,15044.0
619935,일등당첨,미티,9.28,https://comic.naver.com/webtoon/list.nhn?titleId=619935,https://shared-comic.pstatic.net/thumb/webtoon/619935/thumbnail/title_thumbnail_20140409175252_t83x90.jpg,2015.09.06,story/drama,1,289754,"당첨되면 뭐할래요?당신이 꿈꿔온 인생역전 대박흥행스토리!,  미티작가 신작",6,9.84,134069,18947.83
483796,강시대소동,주동근,9.74,https://comic.naver.com/webtoon/list.nhn?titleId=483796,https://shared-comic.pstatic.net/thumb/webtoon/483796/thumbnail/title_thumbnail_20120622115641_t83x90.jpg,2014.07.27,story/fantasy/thrill,1,34482,'지금 우리 학교는' 주동근 작가 신작. 이번엔 강시다!,15,9.75,120051,775.4
243316,러브슬립,오창호,9.79,https://comic.naver.com/webtoon/list.nhn?titleId=243316,https://shared-comic.pstatic.net/thumb/webtoon/243316/thumbnail/title_thumbnail_20101014112051_t83x90.jpg,2013.04.02,story/comic/drama,0,582,"만약 당신이 이야기 속의 주인공이라면? 눈을 떠보니 낯선 환경과 낯선 사람들에 자신 또한 누군지조차 모른다면?
좌충우돌 러브코미디, 시작합니다.",128,9.8,250109,37.33
546805,알게뭐야,김재한,9.96,https://comic.naver.com/webtoon/list.nhn?titleId=546805,https://shared-comic.pstatic.net/thumb/webtoon/546805/thumbnail/title_thumbnail_20150302174331_t83x90.jpg,2015.04.27,story/comic/drama,1,150164,"뮤지션 김원준의 
슈퍼스타 성장기",6,9.94,30927,5874.0
186813,증거,이승찬,9.81,https://comic.naver.com/webtoon/list.nhn?titleId=186813,https://shared-comic.pstatic.net/thumb/webtoon/186813/thumbnail/title_thumbnail_20140412122221_t83x90.jpg,2010.12.09,story/thrill,1,62,"가장 편안해야 할 공간인 자신의 집이
더 이상 자신만의 것이 아니게 되었다!",6,9.88,6491,4.33
698469,언원티드,둠스,9.89,https://comic.naver.com/webtoon/list.nhn?titleId=698469,https://shared-comic.pstatic.net/thumb/webtoon/698469/thumbnail/thumbnail_IMAG10_890975d8-f226-4e26-87b2-a002af9c9ebf.jpg,2018.09.01,story/fantasy/action/drama,0,195203,전 세계 재벌 1위 강동구찐따였던 고등학생 때로 돌아가다,61,9.93,88924,11617.02
186812,살인자o난감,꼬마비/노마비,9.93,https://comic.naver.com/webtoon/list.nhn?titleId=186812,https://shared-comic.pstatic.net/thumb/webtoon/186812/thumbnail/title_thumbnail_20140412130457_t83x90.jpg,2011.06.03,story/thrill,1,3934,"아기자기한 캐릭터와 스릴이 넘치는 이야기의 만남.
반전이 거듭될 수록 독자는 혼란에 빠진다.",11,9.92,21818,725.0
169082,키스우드,안성호,9.95,https://comic.naver.com/webtoon/list.nhn?titleId=169082,https://shared-comic.pstatic.net/thumb/webtoon/169082/thumbnail/title_thumbnail_20100527153219_t83x90.jpg,2011.02.05,story/fantasy,1,6261,"언덕이라 불리우는 정체 불명의 숲, 그리고 그곳을 지배 하고있는 소녀 '무아'.
무아의 손에서 벗어나 숲을 탈출하기 위한 설씨 일행의 험난한 여정!",10,9.96,15004,968.5
674209,스퍼맨,하일권,9.94,https://comic.naver.com/webtoon/list.nhn?titleId=674209,https://shared-comic.pstatic.net/thumb/webtoon/674209/thumbnail/title_thumbnail_20160219121353_t83x90.jpg,2017.01.07,story/comic/drama,1,242683,사랑하는 여자친구와 드디어 첫날밤을 맞게된 김기두갑자기 정체모를 사람들에게 납치되고자신이 슈퍼정자를 가진 능력자라는 얘기를 듣게 되는데...,3,9.92,28021,23898.33
546624,국립자유경제 고등학교 세실고,양혜석/타파리,9.95,https://comic.naver.com/webtoon/list.nhn?titleId=546624,https://shared-comic.pstatic.net/thumb/webtoon/546624/thumbnail/title_thumbnail_20130307140609_t83x90.jpg,2014.02.16,story/drama,1,16429,입학과 동시에 모든 학생에게 천만원의 ‘입학금’이 지급되는 파격적인 조건. 그러나 잔고가 미달이면 퇴학을?! ‘먹고 살기 위한’ 고등학생들의 악전고투기!!,15,9.95,78526,1282.8
24525,탐구생활2,메가쑈킹,9.75,https://comic.naver.com/webtoon/list.nhn?titleId=24525,https://shared-comic.pstatic.net/thumb/webtoon/24525/thumbnail/thumbnail_title_24525_83x90.gif,2008.03.31,story/daily/comic,0,51,"배려심이라곤 없는 소심한 남편과 습관성 울컥증에 식탐 강한 아내가
자전거 타고 떠나는 좌충우돌 신혼여행~",64,9.75,43111,6.55
602287,신의 언어,장래혁,9.94,https://comic.naver.com/webtoon/list.nhn?titleId=602287,https://shared-comic.pstatic.net/thumb/webtoon/602287/thumbnail/thumbnail_IMAG10_9c263219-ce76-4050-8af8-0f3c1853a36d.jpg,2018.08.27,story/fantasy,0,162459,퇴마계의 신개념 영웅!프로그래머 난새의 마계 전투가 시작된다!,222,9.93,438501,5086.29
655746,마법스크롤 상인 지오,엄재경/호패,9.97,https://comic.naver.com/webtoon/list.nhn?titleId=655746,https://shared-comic.pstatic.net/thumb/webtoon/655746/thumbnail/thumbnail_IMAG10_0a5175a6-514f-47f8-8d70-6d3893d396c0.jpg,2018.09.01,story/fantasy,0,96052,"마법사인 듯, 마법사 아닌마법사 같은 너! 오지오!",163,9.97,147672,3509.42
148778,야! 오이,랑또,9.92,https://comic.naver.com/webtoon/list.nhn?titleId=148778,https://shared-comic.pstatic.net/thumb/webtoon/148778/thumbnail/title_thumbnail_20100329121320_t83x90.jpg,2012.01.05,story/comic,1,2571,"완벽한(?) 남자에게 애인을 빼앗긴 
동네 백수의 그럭저럭 복수극.",12,9.89,30980,892.64
714185,링크보이,광진/두엽,9.9,https://comic.naver.com/webtoon/list.nhn?titleId=714185,https://shared-comic.pstatic.net/thumb/webtoon/714185/thumbnail/thumbnail_IMAG10_05b24b78-9d29-4d7d-b23b-808a1e67fd73.jpg,2018.09.02,story/fantasy/action,0,34744,약육강식의 무법도시.잘못된 이 도시를 바로잡는다.,6,9.92,8937,6879.83
632330,빙의,후렛샤/김홍태,9.97,https://comic.naver.com/webtoon/list.nhn?titleId=632330,https://shared-comic.pstatic.net/thumb/webtoon/632330/thumbnail/title_thumbnail_20140805163947_t83x90.jpg,2015.02.10,story/thrill,1,45249,"귀신을 믿지 않는 퇴마사
그리고 귀신을 보는 소녀",5,9.95,30519,9231.6
563785,플로우,허니비,9.96,https://comic.naver.com/webtoon/list.nhn?titleId=563785,https://shared-comic.pstatic.net/thumb/webtoon/563785/thumbnail/title_thumbnail_20140929233154_t83x90.jpg,2015.06.15,story/fantasy/action,1,122957,"누구에게나 신이 존재한다.
어느 날 신의 선물을 받고 운명이 바뀐 소년의 애니멀 판타지!",6,9.95,75124,5237.17
24995,세개의시간,노란구미,9.89,https://comic.naver.com/webtoon/list.nhn?titleId=24995,https://shared-comic.pstatic.net/thumb/webtoon/24995/thumbnail/title_thumbnail_20100601191601_t83x90.jpg,2011.12.07,story/drama/pure,1,4866,"일본인 유학생 히나, 엘리트 강박증 준호,나만의 철학을 가진 원.
이 3명이 바라보는 캠퍼스 라이프 스토리.",13,9.93,39815,490.15
400736,초록인간,태발,9.83,https://comic.naver.com/webtoon/list.nhn?titleId=400736,https://shared-comic.pstatic.net/thumb/webtoon/400736/thumbnail/title_thumbnail_20140412125737_t83x90.jpg,2012.08.02,story/fantasy/thrill,1,1893,"파괴하려 하는 자와 지키려는 자. 신은 누구의 편인가.
, 단편 의 태발 작가 신작.",6,9.82,18794,388.0
389845,블라인드 메르헨,윤현석/연우,9.79,https://comic.naver.com/webtoon/list.nhn?titleId=389845,https://shared-comic.pstatic.net/thumb/webtoon/389845/thumbnail/title_thumbnail_20110927111413_t83x90.jpg,2012.03.26,story/pure,1,287,"동화 속 세상에서 살아가는 앞 못보는 소녀와
동화를 믿지 않는 하드보일드한 소년의 동화같은 특별한 사랑이야기",3,9.71,8918,29.33
684435,구구까까,혜니,9.93,https://comic.naver.com/webtoon/list.nhn?titleId=684435,https://shared-comic.pstatic.net/thumb/webtoon/684435/thumbnail/title_thumbnail_20160820210349_t83x90.jpg,2018.09.01,story/comic/fantasy,0,434501,원시시대로 넘어간 청담 핫걸 이나의부족 생활 적응기,107,9.95,487588,23287.54
147175,거상 김만덕,신지상/오은지,9.89,https://comic.naver.com/webtoon/list.nhn?titleId=147175,https://shared-comic.pstatic.net/thumb/webtoon/147175/thumbnail/title_thumbnail_20100322122118_t83x90.jpg,2010.12.14,story/drama/pure,0,176,"가난하고 불우한 기녀에서 조선 최고의 거상이 되기까지.
순정 만화로 보는 여인 김만덕의 파란만장 삶의 일대기.",28,9.9,57232,18.04
712362,개를 낳았다,이선,9.96,https://comic.naver.com/webtoon/list.nhn?titleId=712362,https://shared-comic.pstatic.net/thumb/webtoon/712362/thumbnail/thumbnail_IMAG10_568fc3ff-2c5f-40f9-a8d0-34c3e59fa0a5.jpg,2018.08.30,story/drama/sensibility,0,128075,"개를 키우며 알게 된행복, 기쁨, 괴로움, 슬픔",13,9.96,43198,20807.62
63129,보톡스,황미나,9.21,https://comic.naver.com/webtoon/list.nhn?titleId=63129,https://shared-comic.pstatic.net/thumb/webtoon/63129/thumbnail/title_thumbnail_20090327122336_t83x90.jpg,2011.03.22,story/pure,1,453,"대한민국 만화계의 전설 황미나 작가
5년간의 공백을 뒤로 하고 신작으로 돌아오다. 
세대를 뛰어넘는 감성과 아름다운 작화의 하모니.",11,9.4,16915,62.09
471181,기사도,환쟁이,9.88,https://comic.naver.com/webtoon/list.nhn?titleId=471181,https://shared-comic.pstatic.net/thumb/webtoon/471181/thumbnail/title_thumbnail_20120502144817_t83x90.jpg,2014.01.01,story/action,1,3884,"물러설 곳 없는 두 남자의 싸움이 시작된다!
쫓고 쫓기는 그들의 스릴 넘치는 이야기, '기사도'",6,9.93,55169,645.17
622644,아메리카노 엑소더스,박지은,9.36,https://comic.naver.com/webtoon/list.nhn?titleId=622644,https://shared-comic.pstatic.net/thumb/webtoon/622644/thumbnail/title_thumbnail_20150127152059_t83x90.jpg,2018.08.31,story/fantasy/drama,0,191778,"서울 한복판에 깜찍한 마법사 등장?!
당신을 위한 이색 판타지!",174,9.55,984927,9921.66
51006,은하연인전,전광철,9.76,https://comic.naver.com/webtoon/list.nhn?titleId=51006,https://shared-comic.pstatic.net/thumb/webtoon/51006/thumbnail/title_thumbnail_20081106172351_t83x90.jpg,2011.07.08,story/fantasy/pure,0,3032,"21세기 마지막 선비 환성현
디지털 시대를 사는 마지막 아날로그 선비 환성현에게 우주에서 그녀가 날아온다.",143,9.78,198245,235.15
503253,웃지 않는 개그반 시즌1~2,현용민,9.76,https://comic.naver.com/webtoon/list.nhn?titleId=503253,https://shared-comic.pstatic.net/thumb/webtoon/503253/thumbnail/title_thumbnail_20120910143339_t83x90.jpg,2012.09.25,story/comic,1,187007,미친 예술고등학교 개그반에 입학한 왕진지와 그의 친구들.그들이 겪는 웃지 못 할 이야기가 펼쳐진다.,3,9.83,34199,5102.0
532057,투엔티스,김명현,9.94,https://comic.naver.com/webtoon/list.nhn?titleId=532057,https://shared-comic.pstatic.net/thumb/webtoon/532057/thumbnail/title_thumbnail_20130118185744_t83x90.jpg,2014.07.18,story/drama,1,59072,",  김명현 작가 신작. 스무살, 그녀가 하고 싶은 것은?",10,9.95,83412,1690.2
602925,드래곤레시피,ELDO/엽,9.33,https://comic.naver.com/webtoon/list.nhn?titleId=602925,https://shared-comic.pstatic.net/thumb/webtoon/602925/thumbnail/title_thumbnail_20131206115920_t83x90.jpg,2014.07.18,story/fantasy,0,41376,"드래곤이 식재료로 전략한 시대! 상상 초월 드래곤 사냥의 막이 열린다!
본 작품은 2013 만화스카우트 선정 작품입니다.",32,9.4,374829,4617.31
226806,테제,김은효/김영지,9.57,https://comic.naver.com/webtoon/list.nhn?titleId=226806,https://shared-comic.pstatic.net/thumb/webtoon/226806/thumbnail/title_thumbnail_20100906152403_t83x90.jpg,2011.07.15,story/fantasy,0,3419,"예언된 죽음. 운명에 도전하는 소년.
세계의 운명을 건 싸움이 지금 시작된다",46,9.62,70869,407.15
647946,여중생A,허5파6,9.98,https://comic.naver.com/webtoon/list.nhn?titleId=647946,https://shared-comic.pstatic.net/thumb/webtoon/647946/thumbnail/title_thumbnail_20150206191155_t83x90.jpg,2017.06.25,story/drama/sensibility,1,299440,게임에 빠져 사는 중학생 장미래.생각 많고 내향적인 그녀의 현실 속 학교생활.,17,9.98,75980,19346.24
675393,한번 더 해요,미티/구구,9.91,https://comic.naver.com/webtoon/list.nhn?titleId=675393,https://shared-comic.pstatic.net/thumb/webtoon/675393/thumbnail/title_thumbnail_20160303164424_t83x90.jpg,2016.03.17,story/fantasy/drama,1,451510,결혼 8년차 부부. 성대광과 유선영. 대학시절 킹카 퀸카로 CC로 만나 결혼까지 골인했지만 이젠 지독한 현실에 서로에게 지쳐버린 권태기 부부일 뿐이었다. 그러던 어느 날..드라마  원작 웹툰!,3,9.74,27564,29170.67
642653,사이드킥2,신의철,9.97,https://comic.naver.com/webtoon/list.nhn?titleId=642653,https://shared-comic.pstatic.net/thumb/webtoon/642653/thumbnail/title_thumbnail_20150512152320_t83x90.jpg,2016.11.22,story/fantasy/action,1,129213,슈퍼히어로의 조수 '사이드킥' 악당 빌런들과 맞서 싸우는 슈퍼히어로와사이드킥들의 두번째 이야기!,13,9.98,52264,8212.38
72939,개판,현욱,9.88,https://comic.naver.com/webtoon/list.nhn?titleId=72939,https://shared-comic.pstatic.net/thumb/webtoon/72939/thumbnail/title_thumbnail_20100928201822_t83x90.jpg,2013.06.17,story/fantasy/action,1,7126,"스스로를 정의라 부르는 조직 아마란스. 
버려진 투견 바울이 겪는 그들의 이야기",84,9.94,110900,673.15
521533,SM 플레이어,랑또,9.92,https://comic.naver.com/webtoon/list.nhn?titleId=521533,https://shared-comic.pstatic.net/thumb/webtoon/521533/thumbnail/title_thumbnail_20121207184913_t83x90.jpg,2014.12.27,story/comic,1,87838,"만화 주인공이 만화 주인공인 만화라고?
, ,  랑또 작가의 신작이라고?
이 만화 대체 뭐지?",6,9.86,29543,2300.83
481793,ENT.,"박미숙/강은영,박미숙",9.24,https://comic.naver.com/webtoon/list.nhn?titleId=481793,https://shared-comic.pstatic.net/thumb/webtoon/481793/thumbnail/title_thumbnail_20131015213820_t83x90.jpg,2017.01.10,story/drama/pure,0,10050,연예계를 흔드는 팬픽작가 여우별이 파헤치는 엔터테인먼트 세계의 비밀!,54,9.45,422780,952.07
661085,블레이드 노트,윤준식/송지형,9.96,https://comic.naver.com/webtoon/list.nhn?titleId=661085,https://shared-comic.pstatic.net/thumb/webtoon/661085/thumbnail/title_thumbnail_20150818183353_t83x90.jpg,2017.01.02,story/fantasy/action/drama,0,99222,"검의 울음소리가 
소년의 두려움을 분노로 바꾼다",25,9.96,113735,9405.68
25913,크레이지 커피 캣,엄재경/최경아,9.81,https://comic.naver.com/webtoon/list.nhn?titleId=25913,https://shared-comic.pstatic.net/thumb/webtoon/25913/thumbnail/thumbnail_title_25913_83x90.gif,2012.09.28,story/pure,1,2109,커피! 열정! 그리고 사랑!,20,9.87,35895,144.8
703630,어글리후드,미애,9.98,https://comic.naver.com/webtoon/list.nhn?titleId=703630,https://shared-comic.pstatic.net/thumb/webtoon/703630/thumbnail/thumbnail_IMAG10_f0337ccf-b55e-47d9-bb47-131b396f1bb6.jpg,2018.08.31,story/comic/fantasy/action,0,108687,"외계인이 유일신으로 군림한 미친 세상, 바꾸고싶다면 사탄이 되어라",39,9.98,69891,12079.38
670144,가담항설,랑또,9.99,https://comic.naver.com/webtoon/list.nhn?titleId=670144,https://shared-comic.pstatic.net/thumb/webtoon/670144/thumbnail/title_thumbnail_20151230192753_t83x90.jpg,2018.08.29,story/comic/fantasy/historical,0,203357,"이번 주인공은 돌이다!
돌이지만 동료도 모으고 악당도 물리친다!
랑또 작가표 동양 판타지 소년만화",138,9.99,222248,11590.55
471286,키드갱 시즌2,신영우,9.94,https://comic.naver.com/webtoon/list.nhn?titleId=471286,https://shared-comic.pstatic.net/thumb/webtoon/471286/thumbnail/title_thumbnail_20120510160815_t83x90.jpg,2014.01.12,story/comic/action,1,3039,"키드갱 22권 그 이후!
정통 개그만화가 부활한다!",2,9.8,9739,589.5
701535,격기3반,이학,9.1,https://comic.naver.com/webtoon/list.nhn?titleId=701535,https://shared-comic.pstatic.net/thumb/webtoon/701535/thumbnail/thumbnail_IMAG10_fbf4c573-a426-4e0c-80e8-620286e58986.jpg,2018.08.28,story/sports,0,61218,"한국이 세계 격투기의 중심이 된 세상. 전국 탑 클래스 격투기 학생들만 모인 남일고에 약골 소년 주지태가 돌연 투입된다.신체적 약점이 상쇄되는 무술 ‘주짓수’를 통해, 주지태는 격기반의 정점에 오를 수 있을 것인가…?",46,9.41,51802,4752.43
651665,야부리맨,미티,9.84,https://comic.naver.com/webtoon/list.nhn?titleId=651665,https://shared-comic.pstatic.net/thumb/webtoon/651665/thumbnail/title_thumbnail_20150330191228_t83x90.jpg,2017.10.27,story/comic/action,0,159298,말하는대로 모든 것이 이루어진다?! 역대급 슈퍼히어로의 초특급 재능낭비! 미티 작가의 컷툰 신작,136,9.85,759431,9691.47
654817,미라클! 용사님,정하,9.96,https://comic.naver.com/webtoon/list.nhn?titleId=654817,https://shared-comic.pstatic.net/thumb/webtoon/654817/thumbnail/title_thumbnail_20150514191647_t83x90.jpg,2015.06.22,story/comic/fantasy,1,90742,X내 나는 용사의 모험이 시작된다!2014 대학만화 최강자전 수상작!,6,9.97,19850,9299.67
308751,잉잉잉,황준호/수연,9.94,https://comic.naver.com/webtoon/list.nhn?titleId=308751,https://shared-comic.pstatic.net/thumb/webtoon/308751/thumbnail/title_thumbnail_20110303153002_t83x90.jpg,2011.09.01,story/comic,0,2270,수업시간에 똥을 싸버린 찌질이 복학생 황준호. 그는 과연 무사히 학교를 졸업할 수 있을 것인가!!,26,9.94,56759,357.65
205528,굿모닝 스페이스,이수정,9.87,https://comic.naver.com/webtoon/list.nhn?titleId=205528,https://shared-comic.pstatic.net/thumb/webtoon/205528/thumbnail/title_thumbnail_20100806155210_t83x90.jpg,2011.08.20,story/fantasy,0,3340,"사이코 8명, (미쳐가는)정상인 1명, 인공지능 로봇 1대. 
이들이 우주함에서 펼치는 한심한 일상.",66,9.88,130384,522.09
94761,소설가J,오성대,9.93,https://comic.naver.com/webtoon/list.nhn?titleId=94761,https://shared-comic.pstatic.net/thumb/webtoon/94761/thumbnail/title_thumbnail_20091029103605_t83x90.jpg,2010.11.03,story/drama,1,3050,"목숨과 바꿔서 얻은 삶.
고통과 암흑만이 존재하는 세계. 절망의 끝에서 J의 고독한 사투가 시작된다.",7,9.93,12606,604.43
632337,재앙은 미묘하게,안성호,9.96,https://comic.naver.com/webtoon/list.nhn?titleId=632337,https://shared-comic.pstatic.net/thumb/webtoon/632337/thumbnail/title_thumbnail_20140805144955_t83x90.jpg,2015.06.24,story/drama/thrill,1,75355,"소음이 우리를 미치게 해! 
당신은 데시벨로부터 안녕하십니까?",5,9.97,33908,11764.2
706770,언데드,김우준,9.96,https://comic.naver.com/webtoon/list.nhn?titleId=706770,https://shared-comic.pstatic.net/thumb/webtoon/706770/thumbnail/thumbnail_IMAG10_ea61efd9-4069-4998-81cd-e1f30f558c3b.jpg,2018.08.31,story/fantasy/action/thrill,0,85925,들키면 안돼.. 다시 사람이 될 때 까지!,30,9.97,37751,9048.87
622639,헬로 미스터 테디,아지,9.94,https://comic.naver.com/webtoon/list.nhn?titleId=622639,https://shared-comic.pstatic.net/thumb/webtoon/622639/thumbnail/title_thumbnail_20140507182416_t83x90.jpg,2014.07.30,story/comic/drama,0,32918,"흑곰보다 험악한 인상을 가진 뒷 세계의 지배자
그에게는 은밀하고도 깜찍한 취미가 있다?!
<2013 대학만화 최강자전> 8강 진출작!",13,9.94,63801,6744.92
113587,권번기생 비밀의 기억,조원행,9.51,https://comic.naver.com/webtoon/list.nhn?titleId=113587,https://shared-comic.pstatic.net/thumb/webtoon/113587/thumbnail/title_thumbnail_20091229142537_t83x90.jpg,2010.03.22,story/historical,0,58,"1940년대 마지막 권번기생의 휴먼 판타지
일제시대말기, 학처럼 깨끗하게 살다간 애절하고 아름다운,권번출신 마지막 기생 남전 허산옥의 이야기.",23,9.53,25823,9.39
635989,우리 헤어졌어요,류채린,9.89,https://comic.naver.com/webtoon/list.nhn?titleId=635989,https://shared-comic.pstatic.net/thumb/webtoon/635989/thumbnail/title_thumbnail_20140915111913_t83x90.jpg,2015.08.16,story/drama/pure,1,182425,"모든 것은 헤어지면서 시작됐다?
헤어진 남녀의 묘한 동거",4,9.94,28874,19778.5
700844,걸어서 30분,이온도,9.98,https://comic.naver.com/webtoon/list.nhn?titleId=700844,https://shared-comic.pstatic.net/thumb/webtoon/700844/thumbnail/thumbnail_IMAG10_7511a21d-75f1-4ac8-9d24-df2e89f535b2.jpg,2018.08.30,story/drama/pure,0,397414,"은하학원 위성은과 지구봉의 귀갓길 로맨스.  세상 가장 설레는 시간, 걸어서 30분",50,9.98,166756,28942.66
