unique_id,title,author,total_score,main_link,image_link,update_date,episode,omnibus,story,daily,comic,fantasy,action,drama,pure,sensibility,thrill,historical,sports,pay,episode_cnt,total_comments,episode_score,like_count,intro
483796,강시대소동,주동근,9.74,https://comic.naver.com/webtoon/list.nhn?titleId=483796,https://shared-comic.pstatic.net/thumb/webtoon/483796/thumbnail/title_thumbnail_20120622115641_t83x90.jpg,2014.07.27,None,None,story,None,None,fantasy,None,None,None,None,thrill,None,None,1,15,120051,9.751333333333333,34456,'지금 우리 학교는' 주동근 작가 신작. 이번엔 강시다!
243316,러브슬립,오창호,9.79,https://comic.naver.com/webtoon/list.nhn?titleId=243316,https://shared-comic.pstatic.net/thumb/webtoon/243316/thumbnail/title_thumbnail_20101014112051_t83x90.jpg,2013.04.02,None,None,story,None,comic,None,None,drama,None,None,None,None,None,0,128,250109,9.8021875,579,"만약 당신이 이야기 속의 주인공이라면? 눈을 떠보니 낯선 환경과 낯선 사람들에 자신 또한 누군지조차 모른다면?
좌충우돌 러브코미디, 시작합니다."
546805,알게뭐야,김재한,9.96,https://comic.naver.com/webtoon/list.nhn?titleId=546805,https://shared-comic.pstatic.net/thumb/webtoon/546805/thumbnail/title_thumbnail_20150302174331_t83x90.jpg,2015.04.27,None,None,story,None,comic,None,None,drama,None,None,None,None,None,1,6,30927,9.94,150099,"뮤지션 김원준의 
슈퍼스타 성장기"
698469,언원티드,둠스,9.89,https://comic.naver.com/webtoon/list.nhn?titleId=698469,https://shared-comic.pstatic.net/thumb/webtoon/698469/thumbnail/thumbnail_IMAG10_890975d8-f226-4e26-87b2-a002af9c9ebf.jpg,2018.09.01,None,None,story,None,None,fantasy,action,drama,None,None,None,None,None,0,61,88924,9.931311475409835,62,전 세계 재벌 1위 강동구찐따였던 고등학생 때로 돌아가다
186813,증거,이승찬,9.81,https://comic.naver.com/webtoon/list.nhn?titleId=186813,https://shared-comic.pstatic.net/thumb/webtoon/186813/thumbnail/title_thumbnail_20140412122221_t83x90.jpg,2010.12.09,None,None,story,None,None,None,None,None,None,None,thrill,None,None,1,6,6491,9.88,192561,"가장 편안해야 할 공간인 자신의 집이
더 이상 자신만의 것이 아니게 되었다!"
186812,살인자o난감,꼬마비/노마비,9.93,https://comic.naver.com/webtoon/list.nhn?titleId=186812,https://shared-comic.pstatic.net/thumb/webtoon/186812/thumbnail/title_thumbnail_20140412130457_t83x90.jpg,2011.06.03,None,None,story,None,None,None,None,None,None,None,thrill,None,None,1,11,21818,9.920000000000002,3903,"아기자기한 캐릭터와 스릴이 넘치는 이야기의 만남.
반전이 거듭될 수록 독자는 혼란에 빠진다."
169082,키스우드,안성호,9.95,https://comic.naver.com/webtoon/list.nhn?titleId=169082,https://shared-comic.pstatic.net/thumb/webtoon/169082/thumbnail/title_thumbnail_20100527153219_t83x90.jpg,2011.02.05,None,None,story,None,None,fantasy,None,None,None,None,None,None,None,1,10,15004,9.957,6236,"언덕이라 불리우는 정체 불명의 숲, 그리고 그곳을 지배 하고있는 소녀 '무아'.
무아의 손에서 벗어나 숲을 탈출하기 위한 설씨 일행의 험난한 여정!"
674209,스퍼맨,하일권,9.94,https://comic.naver.com/webtoon/list.nhn?titleId=674209,https://shared-comic.pstatic.net/thumb/webtoon/674209/thumbnail/title_thumbnail_20160219121353_t83x90.jpg,2017.01.07,None,None,story,None,comic,None,None,drama,None,None,None,None,None,1,3,28021,9.923333333333334,242592,사랑하는 여자친구와 드디어 첫날밤을 맞게된 김기두갑자기 정체모를 사람들에게 납치되고자신이 슈퍼정자를 가진 능력자라는 얘기를 듣게 되는데...
546624,국립자유경제 고등학교 세실고,양혜석/타파리,9.95,https://comic.naver.com/webtoon/list.nhn?titleId=546624,https://shared-comic.pstatic.net/thumb/webtoon/546624/thumbnail/title_thumbnail_20130307140609_t83x90.jpg,2014.02.16,None,None,story,None,None,None,None,drama,None,None,None,None,None,1,15,78526,9.946,16402,입학과 동시에 모든 학생에게 천만원의 ‘입학금’이 지급되는 파격적인 조건. 그러나 잔고가 미달이면 퇴학을?! ‘먹고 살기 위한’ 고등학생들의 악전고투기!!
701535,격기3반,이학,9.11,https://comic.naver.com/webtoon/list.nhn?titleId=701535,https://shared-comic.pstatic.net/thumb/webtoon/701535/thumbnail/thumbnail_IMAG10_fbf4c573-a426-4e0c-80e8-620286e58986.jpg,2018.09.04,None,None,story,None,None,None,None,None,None,None,None,None,sports,0,46,51802,9.409565217391306,51,"한국이 세계 격투기의 중심이 된 세상. 전국 탑 클래스 격투기 학생들만 모인 남일고에 약골 소년 주지태가 돌연 투입된다.신체적 약점이 상쇄되는 무술 ‘주짓수’를 통해, 주지태는 격기반의 정점에 오를 수 있을 것인가…?"
655746,마법스크롤 상인 지오,엄재경/호패,9.97,https://comic.naver.com/webtoon/list.nhn?titleId=655746,https://shared-comic.pstatic.net/thumb/webtoon/655746/thumbnail/thumbnail_IMAG10_0a5175a6-514f-47f8-8d70-6d3893d396c0.jpg,2018.09.01,None,None,story,None,None,fantasy,None,None,None,None,None,None,None,0,163,147672,9.969263803681002,161202,"마법사인 듯, 마법사 아닌마법사 같은 너! 오지오!"
24525,탐구생활2,메가쑈킹,9.75,https://comic.naver.com/webtoon/list.nhn?titleId=24525,https://shared-comic.pstatic.net/thumb/webtoon/24525/thumbnail/thumbnail_title_24525_83x90.gif,2008.03.31,None,None,story,daily,comic,None,None,None,None,None,None,None,None,0,64,43111,9.745625,95309,"배려심이라곤 없는 소심한 남편과 습관성 울컥증에 식탐 강한 아내가
자전거 타고 떠나는 좌충우돌 신혼여행~"
148778,야! 오이,랑또,9.92,https://comic.naver.com/webtoon/list.nhn?titleId=148778,https://shared-comic.pstatic.net/thumb/webtoon/148778/thumbnail/title_thumbnail_20100329121320_t83x90.jpg,2012.01.05,None,None,story,None,comic,None,None,None,None,None,None,None,None,1,12,30980,9.89,2549,"완벽한(?) 남자에게 애인을 빼앗긴 
동네 백수의 그럭저럭 복수극."
632330,빙의,후렛샤/김홍태,9.97,https://comic.naver.com/webtoon/list.nhn?titleId=632330,https://shared-comic.pstatic.net/thumb/webtoon/632330/thumbnail/title_thumbnail_20140805163947_t83x90.jpg,2015.02.10,None,None,story,None,None,None,None,None,None,None,thrill,None,None,1,5,30519,9.95,30187,"귀신을 믿지 않는 퇴마사
그리고 귀신을 보는 소녀"
563785,플로우,허니비,9.96,https://comic.naver.com/webtoon/list.nhn?titleId=563785,https://shared-comic.pstatic.net/thumb/webtoon/563785/thumbnail/title_thumbnail_20140929233154_t83x90.jpg,2015.06.15,None,None,story,None,None,fantasy,action,None,None,None,None,None,None,1,6,75124,9.948333333333332,45231,"누구에게나 신이 존재한다.
어느 날 신의 선물을 받고 운명이 바뀐 소년의 애니멀 판타지!"
24995,세개의시간,노란구미,9.89,https://comic.naver.com/webtoon/list.nhn?titleId=24995,https://shared-comic.pstatic.net/thumb/webtoon/24995/thumbnail/title_thumbnail_20100601191601_t83x90.jpg,2011.12.07,None,None,story,None,None,None,None,drama,pure,None,None,None,None,1,13,39815,9.929230769230767,122798,"일본인 유학생 히나, 엘리트 강박증 준호,나만의 철학을 가진 원.
이 3명이 바라보는 캠퍼스 라이프 스토리."
400736,초록인간,태발,9.83,https://comic.naver.com/webtoon/list.nhn?titleId=400736,https://shared-comic.pstatic.net/thumb/webtoon/400736/thumbnail/title_thumbnail_20140412125737_t83x90.jpg,2012.08.02,None,None,story,None,None,fantasy,None,None,None,None,thrill,None,None,1,6,18794,9.816666666666668,4855,"파괴하려 하는 자와 지키려는 자. 신은 누구의 편인가.
, 단편 의 태발 작가 신작."
602287,신의 언어,장래혁,9.93,https://comic.naver.com/webtoon/list.nhn?titleId=602287,https://shared-comic.pstatic.net/thumb/webtoon/602287/thumbnail/thumbnail_IMAG10_9c263219-ce76-4050-8af8-0f3c1853a36d.jpg,2018.09.03,None,None,story,None,None,fantasy,None,None,None,None,None,None,None,0,222,438501,9.926425339366528,1887,퇴마계의 신개념 영웅!프로그래머 난새의 마계 전투가 시작된다!
389845,블라인드 메르헨,윤현석/연우,9.79,https://comic.naver.com/webtoon/list.nhn?titleId=389845,https://shared-comic.pstatic.net/thumb/webtoon/389845/thumbnail/title_thumbnail_20110927111413_t83x90.jpg,2012.03.26,None,None,story,None,None,None,None,None,pure,None,None,None,None,1,3,8918,9.713333333333333,287,"동화 속 세상에서 살아가는 앞 못보는 소녀와
동화를 믿지 않는 하드보일드한 소년의 동화같은 특별한 사랑이야기"
684435,구구까까,혜니,9.93,https://comic.naver.com/webtoon/list.nhn?titleId=684435,https://shared-comic.pstatic.net/thumb/webtoon/684435/thumbnail/title_thumbnail_20160820210349_t83x90.jpg,2018.09.01,None,None,story,None,comic,fantasy,None,None,None,None,None,None,None,0,107,487588,9.94598130841123,430532,원시시대로 넘어간 청담 핫걸 이나의부족 생활 적응기
712362,개를 낳았다,이선,9.96,https://comic.naver.com/webtoon/list.nhn?titleId=712362,https://shared-comic.pstatic.net/thumb/webtoon/712362/thumbnail/thumbnail_IMAG10_568fc3ff-2c5f-40f9-a8d0-34c3e59fa0a5.jpg,2018.08.30,None,None,story,None,None,None,None,drama,None,sensibility,None,None,None,0,13,43198,9.956153846153846,174,"개를 키우며 알게 된행복, 기쁨, 괴로움, 슬픔"
147175,거상 김만덕,신지상/오은지,9.89,https://comic.naver.com/webtoon/list.nhn?titleId=147175,https://shared-comic.pstatic.net/thumb/webtoon/147175/thumbnail/title_thumbnail_20100322122118_t83x90.jpg,2010.12.14,None,None,story,None,None,None,None,drama,pure,None,None,None,None,0,28,57232,9.905,121091,"가난하고 불우한 기녀에서 조선 최고의 거상이 되기까지.
순정 만화로 보는 여인 김만덕의 파란만장 삶의 일대기."
63129,보톡스,황미나,9.21,https://comic.naver.com/webtoon/list.nhn?titleId=63129,https://shared-comic.pstatic.net/thumb/webtoon/63129/thumbnail/title_thumbnail_20090327122336_t83x90.jpg,2011.03.22,None,None,story,None,None,None,None,None,pure,None,None,None,None,1,11,16915,9.40181818181818,447,"대한민국 만화계의 전설 황미나 작가
5년간의 공백을 뒤로 하고 신작으로 돌아오다. 
세대를 뛰어넘는 감성과 아름다운 작화의 하모니."
471181,기사도,환쟁이,9.88,https://comic.naver.com/webtoon/list.nhn?titleId=471181,https://shared-comic.pstatic.net/thumb/webtoon/471181/thumbnail/title_thumbnail_20120502144817_t83x90.jpg,2014.01.01,None,None,story,None,None,None,action,None,None,None,None,None,None,1,6,55169,9.935,3873,"물러설 곳 없는 두 남자의 싸움이 시작된다!
쫓고 쫓기는 그들의 스릴 넘치는 이야기, '기사도'"
622644,아메리카노 엑소더스,박지은,9.36,https://comic.naver.com/webtoon/list.nhn?titleId=622644,https://shared-comic.pstatic.net/thumb/webtoon/622644/thumbnail/title_thumbnail_20150127152059_t83x90.jpg,2018.08.31,None,None,story,None,None,fantasy,None,drama,None,None,None,None,None,0,174,984927,9.551724137931023,190821,"서울 한복판에 깜찍한 마법사 등장?!
당신을 위한 이색 판타지!"
51006,은하연인전,전광철,9.76,https://comic.naver.com/webtoon/list.nhn?titleId=51006,https://shared-comic.pstatic.net/thumb/webtoon/51006/thumbnail/title_thumbnail_20081106172351_t83x90.jpg,2011.07.08,None,None,story,None,None,fantasy,None,None,pure,None,None,None,None,0,143,198245,9.77577464788732,3011,"21세기 마지막 선비 환성현
디지털 시대를 사는 마지막 아날로그 선비 환성현에게 우주에서 그녀가 날아온다."
503253,웃지 않는 개그반 시즌1~2,현용민,9.76,https://comic.naver.com/webtoon/list.nhn?titleId=503253,https://shared-comic.pstatic.net/thumb/webtoon/503253/thumbnail/title_thumbnail_20120910143339_t83x90.jpg,2012.09.25,None,None,story,None,comic,None,None,None,None,None,None,None,None,1,3,34199,9.826666666666666,186991,미친 예술고등학교 개그반에 입학한 왕진지와 그의 친구들.그들이 겪는 웃지 못 할 이야기가 펼쳐진다.
532057,투엔티스,김명현,9.94,https://comic.naver.com/webtoon/list.nhn?titleId=532057,https://shared-comic.pstatic.net/thumb/webtoon/532057/thumbnail/title_thumbnail_20130118185744_t83x90.jpg,2014.07.18,None,None,story,None,None,None,None,drama,None,None,None,None,None,1,10,83412,9.946000000000002,59019,",  김명현 작가 신작. 스무살, 그녀가 하고 싶은 것은?"
602925,드래곤레시피,ELDO/엽,9.33,https://comic.naver.com/webtoon/list.nhn?titleId=602925,https://shared-comic.pstatic.net/thumb/webtoon/602925/thumbnail/title_thumbnail_20131206115920_t83x90.jpg,2014.07.18,None,None,story,None,None,fantasy,None,None,None,None,None,None,None,0,32,374829,9.404374999999998,41321,"드래곤이 식재료로 전략한 시대! 상상 초월 드래곤 사냥의 막이 열린다!
본 작품은 2013 만화스카우트 선정 작품입니다."
226806,테제,김은효/김영지,9.57,https://comic.naver.com/webtoon/list.nhn?titleId=226806,https://shared-comic.pstatic.net/thumb/webtoon/226806/thumbnail/title_thumbnail_20100906152403_t83x90.jpg,2011.07.15,None,None,story,None,None,fantasy,None,None,None,None,None,None,None,0,46,70869,9.620434782608696,3405,"예언된 죽음. 운명에 도전하는 소년.
세계의 운명을 건 싸움이 지금 시작된다"
647946,여중생A,허5파6,9.98,https://comic.naver.com/webtoon/list.nhn?titleId=647946,https://shared-comic.pstatic.net/thumb/webtoon/647946/thumbnail/title_thumbnail_20150206191155_t83x90.jpg,2017.06.25,None,None,story,None,None,None,None,drama,None,sensibility,None,None,None,1,17,75980,9.976470588235298,299301,게임에 빠져 사는 중학생 장미래.생각 많고 내향적인 그녀의 현실 속 학교생활.
675393,한번 더 해요,미티/구구,9.91,https://comic.naver.com/webtoon/list.nhn?titleId=675393,https://shared-comic.pstatic.net/thumb/webtoon/675393/thumbnail/title_thumbnail_20160303164424_t83x90.jpg,2016.03.17,None,None,story,None,None,fantasy,None,drama,None,None,None,None,None,1,3,27564,9.743333333333334,451436,결혼 8년차 부부. 성대광과 유선영. 대학시절 킹카 퀸카로 CC로 만나 결혼까지 골인했지만 이젠 지독한 현실에 서로에게 지쳐버린 권태기 부부일 뿐이었다. 그러던 어느 날..드라마  원작 웹툰!
642653,사이드킥2,신의철,9.97,https://comic.naver.com/webtoon/list.nhn?titleId=642653,https://shared-comic.pstatic.net/thumb/webtoon/642653/thumbnail/title_thumbnail_20150512152320_t83x90.jpg,2016.11.22,None,None,story,None,None,fantasy,action,None,None,None,None,None,None,1,13,52264,9.975384615384616,129167,슈퍼히어로의 조수 '사이드킥' 악당 빌런들과 맞서 싸우는 슈퍼히어로와사이드킥들의 두번째 이야기!
72939,개판,현욱,9.88,https://comic.naver.com/webtoon/list.nhn?titleId=72939,https://shared-comic.pstatic.net/thumb/webtoon/72939/thumbnail/title_thumbnail_20100928201822_t83x90.jpg,2013.06.17,None,None,story,None,None,fantasy,action,None,None,None,None,None,None,1,84,110900,9.939880952380957,7099,"스스로를 정의라 부르는 조직 아마란스. 
버려진 투견 바울이 겪는 그들의 이야기"
521533,SM 플레이어,랑또,9.92,https://comic.naver.com/webtoon/list.nhn?titleId=521533,https://shared-comic.pstatic.net/thumb/webtoon/521533/thumbnail/title_thumbnail_20121207184913_t83x90.jpg,2014.12.27,None,None,story,None,comic,None,None,None,None,None,None,None,None,1,6,29543,9.856666666666666,87785,"만화 주인공이 만화 주인공인 만화라고?
, ,  랑또 작가의 신작이라고?
이 만화 대체 뭐지?"
481793,ENT.,"박미숙/강은영,박미숙",9.24,https://comic.naver.com/webtoon/list.nhn?titleId=481793,https://shared-comic.pstatic.net/thumb/webtoon/481793/thumbnail/title_thumbnail_20131015213820_t83x90.jpg,2017.01.10,None,None,story,None,None,None,None,drama,pure,None,None,None,None,0,54,422780,9.452777777777778,10002,연예계를 흔드는 팬픽작가 여우별이 파헤치는 엔터테인먼트 세계의 비밀!
661085,블레이드 노트,윤준식/송지형,9.96,https://comic.naver.com/webtoon/list.nhn?titleId=661085,https://shared-comic.pstatic.net/thumb/webtoon/661085/thumbnail/title_thumbnail_20150818183353_t83x90.jpg,2017.01.02,None,None,story,None,None,fantasy,action,drama,None,None,None,None,None,0,25,113735,9.963999999999997,99173,"검의 울음소리가 
소년의 두려움을 분노로 바꾼다"
25913,크레이지 커피 캣,엄재경/최경아,9.81,https://comic.naver.com/webtoon/list.nhn?titleId=25913,https://shared-comic.pstatic.net/thumb/webtoon/25913/thumbnail/thumbnail_title_25913_83x90.gif,2012.09.28,None,None,story,None,None,None,None,None,pure,None,None,None,None,1,20,35895,9.8685,2095,커피! 열정! 그리고 사랑!
703630,어글리후드,미애,9.98,https://comic.naver.com/webtoon/list.nhn?titleId=703630,https://shared-comic.pstatic.net/thumb/webtoon/703630/thumbnail/thumbnail_IMAG10_f0337ccf-b55e-47d9-bb47-131b396f1bb6.jpg,2018.08.31,None,None,story,None,comic,fantasy,action,None,None,None,None,None,None,0,39,69891,9.984358974358981,104685,"외계인이 유일신으로 군림한 미친 세상, 바꾸고싶다면 사탄이 되어라"
670144,가담항설,랑또,9.99,https://comic.naver.com/webtoon/list.nhn?titleId=670144,https://shared-comic.pstatic.net/thumb/webtoon/670144/thumbnail/title_thumbnail_20151230192753_t83x90.jpg,2018.08.29,None,None,story,None,comic,fantasy,None,None,None,None,None,historical,None,0,138,222248,9.98623188405798,200740,"이번 주인공은 돌이다!
돌이지만 동료도 모으고 악당도 물리친다!
랑또 작가표 동양 판타지 소년만화"
471286,키드갱 시즌2,신영우,9.94,https://comic.naver.com/webtoon/list.nhn?titleId=471286,https://shared-comic.pstatic.net/thumb/webtoon/471286/thumbnail/title_thumbnail_20120510160815_t83x90.jpg,2014.01.12,None,None,story,None,comic,None,action,None,None,None,None,None,None,1,2,9739,9.805,3020,"키드갱 22권 그 이후!
정통 개그만화가 부활한다!"
651665,야부리맨,미티,9.84,https://comic.naver.com/webtoon/list.nhn?titleId=651665,https://shared-comic.pstatic.net/thumb/webtoon/651665/thumbnail/title_thumbnail_20150330191228_t83x90.jpg,2017.10.27,None,None,story,None,comic,None,action,None,None,None,None,None,None,0,136,759431,9.845955882352943,59360,말하는대로 모든 것이 이루어진다?! 역대급 슈퍼히어로의 초특급 재능낭비! 미티 작가의 컷툰 신작
654817,미라클! 용사님,정하,9.96,https://comic.naver.com/webtoon/list.nhn?titleId=654817,https://shared-comic.pstatic.net/thumb/webtoon/654817/thumbnail/title_thumbnail_20150514191647_t83x90.jpg,2015.06.22,None,None,story,None,comic,fantasy,None,None,None,None,None,None,None,1,6,19850,9.97,159264,X내 나는 용사의 모험이 시작된다!2014 대학만화 최강자전 수상작!
308751,잉잉잉,황준호/수연,9.94,https://comic.naver.com/webtoon/list.nhn?titleId=308751,https://shared-comic.pstatic.net/thumb/webtoon/308751/thumbnail/title_thumbnail_20110303153002_t83x90.jpg,2011.09.01,None,None,story,None,comic,None,None,None,None,None,None,None,None,0,26,56759,9.936923076923073,90717,수업시간에 똥을 싸버린 찌질이 복학생 황준호. 그는 과연 무사히 학교를 졸업할 수 있을 것인가!!
205528,굿모닝 스페이스,이수정,9.87,https://comic.naver.com/webtoon/list.nhn?titleId=205528,https://shared-comic.pstatic.net/thumb/webtoon/205528/thumbnail/title_thumbnail_20100806155210_t83x90.jpg,2011.08.20,None,None,story,None,None,fantasy,None,None,None,None,None,None,None,0,66,130384,9.880757575757572,2258,"사이코 8명, (미쳐가는)정상인 1명, 인공지능 로봇 1대. 
이들이 우주함에서 펼치는 한심한 일상."
706770,언데드,김우준,9.96,https://comic.naver.com/webtoon/list.nhn?titleId=706770,https://shared-comic.pstatic.net/thumb/webtoon/706770/thumbnail/thumbnail_IMAG10_ea61efd9-4069-4998-81cd-e1f30f558c3b.jpg,2018.08.31,None,None,story,None,None,fantasy,action,None,None,None,thrill,None,None,0,30,37751,9.967333333333327,3313,들키면 안돼.. 다시 사람이 될 때 까지!
94761,소설가J,오성대,9.93,https://comic.naver.com/webtoon/list.nhn?titleId=94761,https://shared-comic.pstatic.net/thumb/webtoon/94761/thumbnail/title_thumbnail_20091029103605_t83x90.jpg,2010.11.03,None,None,story,None,None,None,None,drama,None,None,None,None,None,1,7,12606,9.93,3043,"목숨과 바꿔서 얻은 삶.
고통과 암흑만이 존재하는 세계. 절망의 끝에서 J의 고독한 사투가 시작된다."
632337,재앙은 미묘하게,안성호,9.96,https://comic.naver.com/webtoon/list.nhn?titleId=632337,https://shared-comic.pstatic.net/thumb/webtoon/632337/thumbnail/title_thumbnail_20140805144955_t83x90.jpg,2015.06.24,None,None,story,None,None,None,None,drama,None,None,thrill,None,None,1,5,33908,9.97,75313,"소음이 우리를 미치게 해! 
당신은 데시벨로부터 안녕하십니까?"
694131,퍼스트 미션,신의철,9.97,https://comic.naver.com/webtoon/list.nhn?titleId=694131,https://shared-comic.pstatic.net/thumb/webtoon/694131/thumbnail/thumbnail_IMAG10_ccaed3e0-d0ef-4336-9615-03bfbf8ba038.jpg,2018.08.28,None,None,story,None,None,fantasy,action,None,None,None,None,None,None,0,78,76233,9.974102564102578,83650,슈퍼 파워의 기원 '프라나'를 수호해야 하는 영웅의 첫번째 사명!그 사명을 짊어질 슈퍼 히어로의 탄생 이야기
622639,헬로 미스터 테디,아지,9.94,https://comic.naver.com/webtoon/list.nhn?titleId=622639,https://shared-comic.pstatic.net/thumb/webtoon/622639/thumbnail/title_thumbnail_20140507182416_t83x90.jpg,2014.07.30,None,None,story,None,comic,None,None,drama,None,None,None,None,None,0,13,63801,9.940769230769233,32892,"흑곰보다 험악한 인상을 가진 뒷 세계의 지배자
그에게는 은밀하고도 깜찍한 취미가 있다?!
<2013 대학만화 최강자전> 8강 진출작!"
700844,걸어서 30분,이온도,9.98,https://comic.naver.com/webtoon/list.nhn?titleId=700844,https://shared-comic.pstatic.net/thumb/webtoon/700844/thumbnail/thumbnail_IMAG10_7511a21d-75f1-4ac8-9d24-df2e89f535b2.jpg,2018.08.30,None,None,story,None,None,None,None,drama,pure,None,None,None,None,0,50,166756,9.984000000000009,58,"은하학원 위성은과 지구봉의 귀갓길 로맨스.  세상 가장 설레는 시간, 걸어서 30분"
113587,권번기생 비밀의 기억,조원행,9.51,https://comic.naver.com/webtoon/list.nhn?titleId=113587,https://shared-comic.pstatic.net/thumb/webtoon/113587/thumbnail/title_thumbnail_20091229142537_t83x90.jpg,2010.03.22,None,None,story,None,None,None,None,None,None,None,None,historical,None,0,23,25823,9.532173913043476,182333,"1940년대 마지막 권번기생의 휴먼 판타지
일제시대말기, 학처럼 깨끗하게 살다간 애절하고 아름다운,권번출신 마지막 기생 남전 허산옥의 이야기."
635989,우리 헤어졌어요,류채린,9.89,https://comic.naver.com/webtoon/list.nhn?titleId=635989,https://shared-comic.pstatic.net/thumb/webtoon/635989/thumbnail/title_thumbnail_20140915111913_t83x90.jpg,2015.08.16,None,None,story,None,None,None,None,drama,pure,None,None,None,None,1,4,28874,9.94,390726,"모든 것은 헤어지면서 시작됐다?
헤어진 남녀의 묘한 동거"
652122,철벽! 연애 시뮬레이션,혜니,9.96,https://comic.naver.com/webtoon/list.nhn?titleId=652122,https://shared-comic.pstatic.net/thumb/webtoon/652122/thumbnail/title_thumbnail_20150402143641_t83x90.jpg,2016.01.21,None,None,story,None,None,fantasy,None,None,pure,None,None,None,None,1,4,17998,9.96,132277,"모니터 남친은 이제 그만! 
게임속으로 들어간 이라의 철벽녀 탈출기. 
2014 대학만화 최강자전 수상작!"
557678,그날의 생존자들,김선권,9.75,https://comic.naver.com/webtoon/list.nhn?titleId=557678,https://shared-comic.pstatic.net/thumb/webtoon/557678/thumbnail/title_thumbnail_20130513173003_t83x90.jpg,2014.01.27,None,None,story,None,None,fantasy,None,None,None,None,thrill,None,None,1,5,14302,9.906,9017,"하룻밤 사이 전세계 대부분의 사람들이 목숨을 잃었다?!
혼란에 빠진 생존자들에게 서서히 다가오는 또다른 공포.
,  김선권 작가의 신작 재난 미스테리물"
528782,사랑을 연기하다,김작가/유성연,9.69,https://comic.naver.com/webtoon/list.nhn?titleId=528782,https://shared-comic.pstatic.net/thumb/webtoon/528782/thumbnail/title_thumbnail_20130104163621_t83x90.jpg,2013.06.23,None,None,story,None,None,None,None,drama,None,None,None,None,None,1,7,58179,9.794285714285717,1709,"시한부 인생을 선고 받은 남자, 계약 연애를 시작하다."
638994,Ho!,억수씨,9.97,https://comic.naver.com/webtoon/list.nhn?titleId=638994,https://shared-comic.pstatic.net/thumb/webtoon/638994/thumbnail/title_thumbnail_20141226180133_t83x90.jpg,2015.09.05,None,None,story,None,None,None,None,drama,pure,None,None,None,None,1,9,31800,9.977777777777778,119528,"청각장애인 Ho와 찌질남 원이가 펼치는 전혀 연애이야기 같지 않은 연애이야기
과연 늑대에게도 순정은 있는가?!"
137706,의령수,김우준,9.88,https://comic.naver.com/webtoon/list.nhn?titleId=137706,https://shared-comic.pstatic.net/thumb/webtoon/137706/thumbnail/title_thumbnail_20140412130005_t83x90.jpg,2010.12.04,None,None,story,None,None,None,None,None,None,None,thrill,None,None,1,11,10368,9.877272727272727,82,"한국콘텐츠진흥원과 함께하는 2009 네이버 웹툰 공모전 우수상 수상작
끊임없이 일어나는 사건과 그 사건을 풀어가는 한 남자의 추리 드라마."
514917,나의 목소리를 들어라,이현민,9.95,https://comic.naver.com/webtoon/list.nhn?titleId=514917,https://shared-comic.pstatic.net/thumb/webtoon/514917/thumbnail/title_thumbnail_20121105143329_t83x90.jpg,2013.07.22,None,None,story,None,comic,None,None,None,None,None,None,None,None,1,7,28522,9.937142857142854,2494,"내세울 것 없는 남자에게 찾아온 대기업 면접의 기회. 본격 열혈 면접이 시작된다!
'들어는 보았나! 질풍기획!' 이현민 작가의 신작 "
26440,반지의제왕,이문희,5.26,https://comic.naver.com/webtoon/list.nhn?titleId=26440,https://shared-comic.pstatic.net/thumb/webtoon/26440/thumbnail/thumbnail_title_26440_83x90.gif,2008.12.12,None,None,story,None,None,fantasy,None,None,None,None,None,None,None,0,10,14949,5.365,28,"반지의 제왕, 만화로 태어나다!
만화 속에서 다시 살아 움직이는
방대한 톨킨의 세계관!"
714185,링크보이,광진/두엽,9.9,https://comic.naver.com/webtoon/list.nhn?titleId=714185,https://shared-comic.pstatic.net/thumb/webtoon/714185/thumbnail/thumbnail_IMAG10_05b24b78-9d29-4d7d-b23b-808a1e67fd73.jpg,2018.09.02,None,None,story,None,None,fantasy,action,None,None,None,None,None,None,0,6,8937,9.921666666666667,829,약육강식의 무법도시.잘못된 이 도시를 바로잡는다.
144956,와일드와일드워커스,김진태,9.92,https://comic.naver.com/webtoon/list.nhn?titleId=144956,https://shared-comic.pstatic.net/thumb/webtoon/144956/thumbnail/title_thumbnail_20100312121545_t83x90.jpg,2010.11.08,None,None,story,None,comic,None,None,None,None,None,None,None,None,1,5,4517,9.9,62859,"다섯 흉악범이 특별 교화 프로젝트에 의해 회사에 취직했다, 단 한 명이라도 해고되면 전원 사형.
감옥보다 와일드한 회사생활이 펼쳐지는  김진태 작가의 개그 작렬 만화."
654318,미래소녀,황준호,9.96,https://comic.naver.com/webtoon/list.nhn?titleId=654318,https://shared-comic.pstatic.net/thumb/webtoon/654318/thumbnail/title_thumbnail_20150804111338_t83x90.jpg,2015.12.08,None,None,story,None,None,None,None,drama,None,None,thrill,None,None,1,5,21890,9.948,11927,"소녀가 바라본 미래의 기억들
 황준호 작가의 신작"
613076,퇴마전쟁,한(恨),9.84,https://comic.naver.com/webtoon/list.nhn?titleId=613076,https://shared-comic.pstatic.net/thumb/webtoon/613076/thumbnail/title_thumbnail_20140215222557_t83x90.jpg,2015.02.21,None,None,story,None,None,fantasy,action,None,None,None,None,None,None,0,53,170104,9.857169811320755,46887,"100년의 봉인에서 깨어난 마왕,
마왕을 다시 봉인하기 위해 뭉친 퇴마사들의 악전고투!"
